Id	名字	图标		1男0女	职业	普攻	技能					初始怒气					
11705406	流寇先锋	wujiang20	106	0	XIE	13110005	13100101										
11705506	流寇先锋	wujiang2	123	1	GONG	13110004	13100102										
11705107	流寇先锋	wujiang27	102	1	GONG	13110004	13100102										
11705207	流寇先锋	wujiang16	113	0	BU	13110001	13100203										
11705307	流寇先锋	wujiang18	101	0	QI	13110002	13100205										
11705407	流寇先锋	wujiang25	127	1	XIE	13110005	13100101										
11705507	流寇先锋	wujiang4	110	1	CHE	13110003	13100207										
11705108	流寇先锋	wujiang4	110	1	CHE	13110003	13100207										
11705208	流寇先锋	wujiang3	122	1	QI	13110002	13100205										
11705308	流寇先锋	wujiang5	128	1	XIE	13110005	13100101										
11705408	流寇先锋	wujiang9	114	0	CHE	13110003	13100207										
11705508	流寇先锋	wujiang24	120	1	CHE	13110003	13100207										
11705109	流寇先锋	wujiang18	101	0	QI	13110002	13100205										
11705209	流寇先锋	wujiang10	111	0	XIE	13110005	13100101										
11705309	流寇先锋	wujiang1	103	1	BU	13110001	13100203										
11705409	流寇先锋	wujiang4	110	1	CHE	13110003	13100207										
11705509	流寇先锋	wujiang27	102	1	GONG	13110004	13100102										
11705110	流寇先锋	wujiang22	105	1	GONG	13110004	13100102										
11705210	流寇先锋	wujiang20	106	0	XIE	13110005	13100101										
11705310	流寇先锋	wujiang4	110	1	CHE	13110003	13100207										
11705410	流寇先锋	wujiang26	118	1	BU	13110001	13100203										
11705510	流寇先锋	wujiang22	105	1	GONG	13110004	13100102										
11705111	流寇先锋	wujiang19	107	0	CHE	13110003	13100207										
11705211	流寇先锋	wujiang16	113	0	BU	13110001	13100203										
11705311	流寇先锋	wujiang21	109	1	BU	13110001	13100203										
11705411	流寇先锋	wujiang10	111	0	XIE	13110005	13100101										
11705511	流寇先锋	wujiang24	120	1	CHE	13110003	13100207										
11705112	流寇先锋	wujiang28	126	0	QI	13110002	13100205										
11705212	流寇先锋	wujiang22	105	1	GONG	13110004	13100102										
11705312	流寇先锋	wujiang27	102	1	GONG	13110004	13100102										
11705412	流寇先锋	wujiang5	128	1	XIE	13110005	13100101										
11705512	流寇先锋	wujiang23	112	0	QI	13110002	13100205										
11706101	叛军首领	wujiang5	128	1	XIE	13110005	13100101										
11706201	叛军首领	wujiang8	104	0	QI	13110002	13100205										
11706301	叛军首领	wujiang24	120	1	CHE	13110003	13100207										
11706401	叛军首领	wujiang4	110	1	CHE	13110003	13100207										
11706501	叛军首领	wujiang19	107	0	CHE	13110003	13100207										
11706102	叛军首领	wujiang17	108	0	GONG	13110004	13100102										
11706202	叛军首领	wujiang1	103	1	BU	13110001	13100203										
11706302	叛军首领	wujiang28	126	0	QI	13110002	13100205										
11706402	叛军首领	wujiang29	119	0	CHE	13110003	13100207										
11706502	叛军首领	wujiang25	127	1	XIE	13110005	13100101										
11706103	叛军首领	wujiang21	109	1	BU	13110001	13100203										
11706203	叛军首领	wujiang24	120	1	CHE	13110003	13100207										
11706303	叛军首领	wujiang5	128	1	XIE	13110005	13100101										
11706403	叛军首领	wujiang8	104	0	QI	13110002	13100205										
11706503	叛军首领	wujiang19	107	0	CHE	13110003	13100207										
11706104	叛军首领	wujiang19	107	0	CHE	13110003	13100207										
11706204	叛军首领	wujiang8	104	0	QI	13110002	13100205										
11706304	叛军首领	wujiang20	106	0	XIE	13110005	13100101										
11706404	叛军首领	wujiang27	102	1	GONG	13110004	13100102										
11706504	叛军首领	wujiang9	114	0	CHE	13110003	13100207										
11706105	叛军首领	wujiang1	103	1	BU	13110001	13100203										
11706205	叛军首领	wujiang27	102	1	GONG	13110004	13100102										
11706305	叛军首领	wujiang23	112	0	QI	13110002	13100205										
11706405	叛军首领	wujiang2	123	1	GONG	13110004	13100102										
11706505	叛军首领	wujiang22	105	1	GONG	13110004	13100102										
11706106	叛军首领	wujiang16	113	0	BU	13110001	13100203										
11706206	叛军首领	wujiang23	112	0	QI	13110002	13100205										
11706306	叛军首领	wujiang6	115	1	BU	13110001	13100203										
11706406	叛军首领	wujiang10	111	0	XIE	13110005	13100101										
11706506	叛军首领	wujiang8	104	0	QI	13110002	13100205										
11706107	叛军首领	wujiang25	127	1	XIE	13110005	13100101										
11706207	叛军首领	wujiang9	114	0	CHE	13110003	13100207										
11706307	叛军首领	wujiang18	101	0	QI	13110002	13100205										
11706407	叛军首领	wujiang20	106	0	XIE	13110005	13100101										
11706507	叛军首领	wujiang24	120	1	CHE	13110003	13100207										
11706108	叛军首领	wujiang16	113	0	BU	13110001	13100203										
11706208	叛军首领	wujiang21	109	1	BU	13110001	13100203										
11706308	叛军首领	wujiang9	114	0	CHE	13110003	13100207										
11706408	叛军首领	wujiang29	119	0	CHE	13110003	13100207										
11706508	叛军首领	wujiang19	107	0	CHE	13110003	13100207										
11706109	叛军首领	wujiang22	105	1	GONG	13110004	13100102										
11706209	叛军首领	wujiang25	127	1	XIE	13110005	13100101										
11706309	叛军首领	wujiang4	110	1	CHE	13110003	13100207										
11706409	叛军首领	wujiang18	101	0	QI	13110002	13100205										
11706509	叛军首领	wujiang20	106	0	XIE	13110005	13100101										
11706110	叛军首领	wujiang23	112	0	QI	13110002	13100205										
11706210	叛军首领	wujiang20	106	0	XIE	13110005	13100101										
11706310	叛军首领	wujiang24	120	1	CHE	13110003	13100207										
11706410	叛军首领	wujiang9	114	0	CHE	13110003	13100207										
11706510	叛军首领	wujiang21	109	1	BU	13110001	13100203										
11706111	叛军首领	wujiang1	103	1	BU	13110001	13100203										
11706211	叛军首领	wujiang18	101	0	QI	13110002	13100205										
11706311	叛军首领	wujiang6	115	1	BU	13110001	13100203										
11706411	叛军首领	wujiang27	102	1	GONG	13110004	13100102										
11706511	叛军首领	wujiang20	106	0	XIE	13110005	13100101										
11706112	叛军首领	wujiang4	110	1	CHE	13110003	13100207										
11706212	叛军首领	wujiang22	105	1	GONG	13110004	13100102										
11706312	叛军首领	wujiang22	105	1	GONG	13110004	13100102										
11706412	叛军首领	wujiang10	111	0	XIE	13110005	13100101										
11706512	叛军首领	wujiang3	122	1	QI	13110002	13100205										
11707101	戍卒首领	wujiang8	104	0	QI	13110002	13100205										
11707201	戍卒首领	wujiang3	122	1	QI	13110002	13100205										
11707301	戍卒首领	wujiang1	103	1	BU	13110001	13100203										
11707401	戍卒首领	wujiang21	109	1	BU	13110001	13100203										
11707501	戍卒首领	wujiang7	121	1	GONG	13110004	13100102										
11707102	戍卒首领	wujiang25	127	1	XIE	13110005	13100101										
11707202	戍卒首领	wujiang28	126	0	QI	13110002	13100205										
11707302	戍卒首领	wujiang21	109	1	BU	13110001	13100203										
11707402	戍卒首领	wujiang16	113	0	BU	13110001	13100203										
11707502	戍卒首领	wujiang8	104	0	QI	13110002	13100205										
11707103	戍卒首领	wujiang25	127	1	XIE	13110005	13100101										
11707203	戍卒首领	wujiang16	113	0	BU	13110001	13100203										
11707303	戍卒首领	wujiang5	128	1	XIE	13110005	13100101										
11707403	戍卒首领	wujiang3	122	1	QI	13110002	13100205										
11707503	戍卒首领	wujiang7	121	1	GONG	13110004	13100102										
11707104	戍卒首领	wujiang1	103	1	BU	13110001	13100203										
11707204	戍卒首领	wujiang2	123	1	GONG	13110004	13100102										
11707304	戍卒首领	wujiang9	114	0	CHE	13110003	13100207										
11707404	戍卒首领	wujiang10	111	0	XIE	13110005	13100101										
11707504	戍卒首领	wujiang4	110	1	CHE	13110003	13100207										
11707105	戍卒首领	wujiang25	127	1	XIE	13110005	13100101										
11707205	戍卒首领	wujiang29	119	0	CHE	13110003	13100207										
11707305	戍卒首领	wujiang9	114	0	CHE	13110003	13100207										
11707405	戍卒首领	wujiang24	120	1	CHE	13110003	13100207										
11707505	戍卒首领	wujiang26	118	1	BU	13110001	13100203										
11707106	戍卒首领	wujiang26	118	1	BU	13110001	13100203										
11707206	戍卒首领	wujiang28	126	0	QI	13110002	13100205										
11707306	戍卒首领	wujiang22	105	1	GONG	13110004	13100102										
11707406	戍卒首领	wujiang10	111	0	XIE	13110005	13100101										
11707506	戍卒首领	wujiang3	122	1	QI	13110002	13100205										
11707107	戍卒首领	wujiang4	110	1	CHE	13110003	13100207										
11707207	戍卒首领	wujiang2	123	1	GONG	13110004	13100102										
11707307	戍卒首领	wujiang5	128	1	XIE	13110005	13100101										
11707407	戍卒首领	wujiang5	128	1	XIE	13110005	13100101										
11707507	戍卒首领	wujiang27	102	1	GONG	13110004	13100102										
11707108	戍卒首领	wujiang21	109	1	BU	13110001	13100203										
11707208	戍卒首领	wujiang17	108	0	GONG	13110004	13100102										
11707308	戍卒首领	wujiang29	119	0	CHE	13110003	13100207										
11707408	戍卒首领	wujiang27	102	1	GONG	13110004	13100102										
11707508	戍卒首领	wujiang18	101	0	QI	13110002	13100205										
11707109	戍卒首领	wujiang3	122	1	QI	13110002	13100205										
11707209	戍卒首领	wujiang9	114	0	CHE	13110003	13100207										
11707309	戍卒首领	wujiang26	118	1	BU	13110001	13100203										
11707409	戍卒首领	wujiang9	114	0	CHE	13110003	13100207										
11707509	戍卒首领	wujiang2	123	1	GONG	13110004	13100102										
11707110	戍卒首领	wujiang18	101	0	QI	13110002	13100205										
11707210	戍卒首领	wujiang18	101	0	QI	13110002	13100205										
11707310	戍卒首领	wujiang5	128	1	XIE	13110005	13100101										
11707410	戍卒首领	wujiang18	101	0	QI	13110002	13100205										
11707510	戍卒首领	wujiang10	111	0	XIE	13110005	13100101										
11707111	戍卒首领	wujiang10	111	0	XIE	13110005	13100101										
11707211	戍卒首领	wujiang24	120	1	CHE	13110003	13100207										
11707311	戍卒首领	wujiang19	107	0	CHE	13110003	13100207										
11707411	戍卒首领	wujiang7	121	1	GONG	13110004	13100102										
11707511	戍卒首领	wujiang3	122	1	QI	13110002	13100205										
11707112	戍卒首领	wujiang6	115	1	BU	13110001	13100203										
11707212	戍卒首领	wujiang9	114	0	CHE	13110003	13100207										
11707312	戍卒首领	wujiang21	109	1	BU	13110001	13100203										
11707412	戍卒首领	wujiang1	103	1	BU	13110001	13100203										
11707512	戍卒首领	wujiang9	114	0	CHE	13110003	13100207										
11708101	蛮族先锋	wujiang22	105	1	GONG	13110004	13100102										
11708201	蛮族先锋	wujiang16	113	0	BU	13110001	13100203										
11708301	蛮族先锋	wujiang29	119	0	CHE	13110003	13100207										
11708401	蛮族先锋	wujiang2	123	1	GONG	13110004	13100102										
11708501	蛮族先锋	wujiang9	114	0	CHE	13110003	13100207										
11708102	蛮族先锋	wujiang7	121	1	GONG	13110004	13100102										
11708202	蛮族先锋	wujiang10	111	0	XIE	13110005	13100101										
11708302	蛮族先锋	wujiang22	105	1	GONG	13110004	13100102										
11708402	蛮族先锋	wujiang18	101	0	QI	13110002	13100205										
11708502	蛮族先锋	wujiang16	113	0	BU	13110001	13100203										
11708103	蛮族先锋	wujiang27	102	1	GONG	13110004	13100102										
11708203	蛮族先锋	wujiang6	115	1	BU	13110001	13100203										
11708303	蛮族先锋	wujiang28	126	0	QI	13110002	13100205										
11708403	蛮族先锋	wujiang16	113	0	BU	13110001	13100203										
11708503	蛮族先锋	wujiang27	102	1	GONG	13110004	13100102										
11708104	蛮族先锋	wujiang4	110	1	CHE	13110003	13100207										
11708204	蛮族先锋	wujiang9	114	0	CHE	13110003	13100207										
11708304	蛮族先锋	wujiang6	115	1	BU	13110001	13100203										
11708404	蛮族先锋	wujiang22	105	1	GONG	13110004	13100102										
11708504	蛮族先锋	wujiang1	103	1	BU	13110001	13100203										
11708105	蛮族先锋	wujiang17	108	0	GONG	13110004	13100102										
11708205	蛮族先锋	wujiang3	122	1	QI	13110002	13100205										
11708305	蛮族先锋	wujiang24	120	1	CHE	13110003	13100207										
11708405	蛮族先锋	wujiang28	126	0	QI	13110002	13100205										
11708505	蛮族先锋	wujiang17	108	0	GONG	13110004	13100102										
11708106	蛮族先锋	wujiang6	115	1	BU	13110001	13100203										
11708206	蛮族先锋	wujiang5	128	1	XIE	13110005	13100101										
11708306	蛮族先锋	wujiang1	103	1	BU	13110001	13100203										
11708406	蛮族先锋	wujiang16	113	0	BU	13110001	13100203										
11708506	蛮族先锋	wujiang20	106	0	XIE	13110005	13100101										
11708107	蛮族先锋	wujiang25	127	1	XIE	13110005	13100101										
11708207	蛮族先锋	wujiang7	121	1	GONG	13110004	13100102										
11708307	蛮族先锋	wujiang25	127	1	XIE	13110005	13100101										
11708407	蛮族先锋	wujiang5	128	1	XIE	13110005	13100101										
11708507	蛮族先锋	wujiang23	112	0	QI	13110002	13100205										
11708108	蛮族先锋	wujiang28	126	0	QI	13110002	13100205										
11708208	蛮族先锋	wujiang28	126	0	QI	13110002	13100205										
11708308	蛮族先锋	wujiang8	104	0	QI	13110002	13100205										
11708408	蛮族先锋	wujiang24	120	1	CHE	13110003	13100207										
11708508	蛮族先锋	wujiang7	121	1	GONG	13110004	13100102										
11708109	蛮族先锋	wujiang4	110	1	CHE	13110003	13100207										
11708209	蛮族先锋	wujiang23	112	0	QI	13110002	13100205										
11708309	蛮族先锋	wujiang5	128	1	XIE	13110005	13100101										
11708409	蛮族先锋	wujiang29	119	0	CHE	13110003	13100207										
11708509	蛮族先锋	wujiang26	118	1	BU	13110001	13100203										
11708110	蛮族先锋	wujiang19	107	0	CHE	13110003	13100207										
11708210	蛮族先锋	wujiang22	105	1	GONG	13110004	13100102										
11708310	蛮族先锋	wujiang10	111	0	XIE	13110005	13100101										
11708410	蛮族先锋	wujiang17	108	0	GONG	13110004	13100102										
11708510	蛮族先锋	wujiang4	110	1	CHE	13110003	13100207										
11708111	蛮族先锋	wujiang5	128	1	XIE	13110005	13100101										
11708211	蛮族先锋	wujiang16	113	0	BU	13110001	13100203										
11708311	蛮族先锋	wujiang7	121	1	GONG	13110004	13100102										
11708411	蛮族先锋	wujiang18	101	0	QI	13110002	13100205										
11708511	蛮族先锋	wujiang20	106	0	XIE	13110005	13100101										
11708112	蛮族先锋	wujiang24	120	1	CHE	13110003	13100207										
11708212	蛮族先锋	wujiang24	120	1	CHE	13110003	13100207										
11708312	蛮族先锋	wujiang4	110	1	CHE	13110003	13100207										
11708412	蛮族先锋	wujiang9	114	0	CHE	13110003	13100207										
11708512	蛮族先锋	wujiang9	114	0	CHE	13110003	13100207										
124011011	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124011012	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124011013	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124011014	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124011015	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124011021	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124011022	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124011023	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124011024	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124011025	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124011031	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124011032	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124011033	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124011034	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124011035	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124011041	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124011042	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124011043	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124011044	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
