Id	未解锁时的图标，配置icon.txt 中的id	解锁时的图标，配置icon.txt 中的id	建筑类型，配置    SI_TU_FU = 30; // 司徒府    ZHU_BI_CHANG = 31; // 铸币厂    CAI_SHI_CHANGE = 32; // 采石场    JI_XIA_XUE_GONG = 33; // 稷下学宫    LU_BAN_GONG_FANG = 34; // 鲁班工坊    SI_MA_FU = 40; // 司马府    SHEN_SHE_YING = 41; // 神射营    HU_BEN_YING = 42; // 虎贲营    CHENG_FANG_JI_GUAN = 43; // 城防机关    YU_BEI_BING_SUO = 44; // 预备兵所	等级	建筑总体描述
2328	虎贲营	虎贲营	HU_BEN_YING	28	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2329	虎贲营	虎贲营	HU_BEN_YING	29	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2330	虎贲营	虎贲营	HU_BEN_YING	30	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2331	虎贲营	虎贲营	HU_BEN_YING	31	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2332	虎贲营	虎贲营	HU_BEN_YING	32	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2333	虎贲营	虎贲营	HU_BEN_YING	33	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2334	虎贲营	虎贲营	HU_BEN_YING	34	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2335	虎贲营	虎贲营	HU_BEN_YING	35	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2336	虎贲营	虎贲营	HU_BEN_YING	36	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2337	虎贲营	虎贲营	HU_BEN_YING	37	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2338	虎贲营	虎贲营	HU_BEN_YING	38	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2339	虎贲营	虎贲营	HU_BEN_YING	39	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2340	虎贲营	虎贲营	HU_BEN_YING	40	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2341	虎贲营	虎贲营	HU_BEN_YING	41	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2342	虎贲营	虎贲营	HU_BEN_YING	42	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2343	虎贲营	虎贲营	HU_BEN_YING	43	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2344	虎贲营	虎贲营	HU_BEN_YING	44	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2345	虎贲营	虎贲营	HU_BEN_YING	45	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2346	虎贲营	虎贲营	HU_BEN_YING	46	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2347	虎贲营	虎贲营	HU_BEN_YING	47	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2348	虎贲营	虎贲营	HU_BEN_YING	48	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2349	虎贲营	虎贲营	HU_BEN_YING	49	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2350	虎贲营	虎贲营	HU_BEN_YING	50	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
					
2351	神射营	神射营	SHEN_SHE_YING	1	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2352	神射营	神射营	SHEN_SHE_YING	2	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2353	神射营	神射营	SHEN_SHE_YING	3	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2354	神射营	神射营	SHEN_SHE_YING	4	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2355	神射营	神射营	SHEN_SHE_YING	5	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2356	神射营	神射营	SHEN_SHE_YING	6	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2357	神射营	神射营	SHEN_SHE_YING	7	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2358	神射营	神射营	SHEN_SHE_YING	8	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2359	神射营	神射营	SHEN_SHE_YING	9	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2360	神射营	神射营	SHEN_SHE_YING	10	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2361	神射营	神射营	SHEN_SHE_YING	11	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2362	神射营	神射营	SHEN_SHE_YING	12	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2363	神射营	神射营	SHEN_SHE_YING	13	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2364	神射营	神射营	SHEN_SHE_YING	14	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2365	神射营	神射营	SHEN_SHE_YING	15	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2366	神射营	神射营	SHEN_SHE_YING	16	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2367	神射营	神射营	SHEN_SHE_YING	17	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2368	神射营	神射营	SHEN_SHE_YING	18	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2369	神射营	神射营	SHEN_SHE_YING	19	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2370	神射营	神射营	SHEN_SHE_YING	20	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2371	神射营	神射营	SHEN_SHE_YING	21	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2372	神射营	神射营	SHEN_SHE_YING	22	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2373	神射营	神射营	SHEN_SHE_YING	23	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2374	神射营	神射营	SHEN_SHE_YING	24	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2375	神射营	神射营	SHEN_SHE_YING	25	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2376	神射营	神射营	SHEN_SHE_YING	26	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2377	神射营	神射营	SHEN_SHE_YING	27	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2378	神射营	神射营	SHEN_SHE_YING	28	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2379	神射营	神射营	SHEN_SHE_YING	29	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2380	神射营	神射营	SHEN_SHE_YING	30	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2381	神射营	神射营	SHEN_SHE_YING	31	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2382	神射营	神射营	SHEN_SHE_YING	32	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2383	神射营	神射营	SHEN_SHE_YING	33	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2384	神射营	神射营	SHEN_SHE_YING	34	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2385	神射营	神射营	SHEN_SHE_YING	35	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2386	神射营	神射营	SHEN_SHE_YING	36	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2387	神射营	神射营	SHEN_SHE_YING	37	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2388	神射营	神射营	SHEN_SHE_YING	38	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2389	神射营	神射营	SHEN_SHE_YING	39	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2390	神射营	神射营	SHEN_SHE_YING	40	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2391	神射营	神射营	SHEN_SHE_YING	41	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2392	神射营	神射营	SHEN_SHE_YING	42	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2393	神射营	神射营	SHEN_SHE_YING	43	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2394	神射营	神射营	SHEN_SHE_YING	44	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2395	神射营	神射营	SHEN_SHE_YING	45	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2396	神射营	神射营	SHEN_SHE_YING	46	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2397	神射营	神射营	SHEN_SHE_YING	47	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2398	神射营	神射营	SHEN_SHE_YING	48	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2399	神射营	神射营	SHEN_SHE_YING	49	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2400	神射营	神射营	SHEN_SHE_YING	50	弓、器增伤[color=#2cd230]+%.2f%%[/color]
					
2401	神射营	神射营	SHEN_SHE_YING	1	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2402	神射营	神射营	SHEN_SHE_YING	2	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2403	神射营	神射营	SHEN_SHE_YING	3	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2404	神射营	神射营	SHEN_SHE_YING	4	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2405	神射营	神射营	SHEN_SHE_YING	5	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2406	神射营	神射营	SHEN_SHE_YING	6	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2407	神射营	神射营	SHEN_SHE_YING	7	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2408	神射营	神射营	SHEN_SHE_YING	8	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2409	神射营	神射营	SHEN_SHE_YING	9	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2410	神射营	神射营	SHEN_SHE_YING	10	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2411	神射营	神射营	SHEN_SHE_YING	11	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2412	神射营	神射营	SHEN_SHE_YING	12	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2413	神射营	神射营	SHEN_SHE_YING	13	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2414	神射营	神射营	SHEN_SHE_YING	14	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2415	神射营	神射营	SHEN_SHE_YING	15	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2416	神射营	神射营	SHEN_SHE_YING	16	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2417	神射营	神射营	SHEN_SHE_YING	17	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2418	神射营	神射营	SHEN_SHE_YING	18	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2419	神射营	神射营	SHEN_SHE_YING	19	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2420	神射营	神射营	SHEN_SHE_YING	20	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2421	神射营	神射营	SHEN_SHE_YING	21	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2422	神射营	神射营	SHEN_SHE_YING	22	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2423	神射营	神射营	SHEN_SHE_YING	23	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2424	神射营	神射营	SHEN_SHE_YING	24	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2425	神射营	神射营	SHEN_SHE_YING	25	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2426	神射营	神射营	SHEN_SHE_YING	26	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2427	神射营	神射营	SHEN_SHE_YING	27	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2428	神射营	神射营	SHEN_SHE_YING	28	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2429	神射营	神射营	SHEN_SHE_YING	29	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2430	神射营	神射营	SHEN_SHE_YING	30	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2431	神射营	神射营	SHEN_SHE_YING	31	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2432	神射营	神射营	SHEN_SHE_YING	32	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2433	神射营	神射营	SHEN_SHE_YING	33	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2434	神射营	神射营	SHEN_SHE_YING	34	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2435	神射营	神射营	SHEN_SHE_YING	35	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2436	神射营	神射营	SHEN_SHE_YING	36	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2437	神射营	神射营	SHEN_SHE_YING	37	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2438	神射营	神射营	SHEN_SHE_YING	38	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2439	神射营	神射营	SHEN_SHE_YING	39	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2440	神射营	神射营	SHEN_SHE_YING	40	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2441	神射营	神射营	SHEN_SHE_YING	41	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2442	神射营	神射营	SHEN_SHE_YING	42	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2443	神射营	神射营	SHEN_SHE_YING	43	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2444	神射营	神射营	SHEN_SHE_YING	44	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2445	神射营	神射营	SHEN_SHE_YING	45	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2446	神射营	神射营	SHEN_SHE_YING	46	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2447	神射营	神射营	SHEN_SHE_YING	47	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2448	神射营	神射营	SHEN_SHE_YING	48	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2449	神射营	神射营	SHEN_SHE_YING	49	弓、器增伤[color=#2cd230]+%.2f%%[/color]
2450	神射营	神射营	SHEN_SHE_YING	50	弓、器增伤[color=#2cd230]+%.2f%%[/color]
					
2451	虎贲营	虎贲营	HU_BEN_YING	1	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2452	虎贲营	虎贲营	HU_BEN_YING	2	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2453	虎贲营	虎贲营	HU_BEN_YING	3	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2454	虎贲营	虎贲营	HU_BEN_YING	4	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2455	虎贲营	虎贲营	HU_BEN_YING	5	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2456	虎贲营	虎贲营	HU_BEN_YING	6	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2457	虎贲营	虎贲营	HU_BEN_YING	7	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2458	虎贲营	虎贲营	HU_BEN_YING	8	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2459	虎贲营	虎贲营	HU_BEN_YING	9	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2460	虎贲营	虎贲营	HU_BEN_YING	10	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2461	虎贲营	虎贲营	HU_BEN_YING	11	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2462	虎贲营	虎贲营	HU_BEN_YING	12	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2463	虎贲营	虎贲营	HU_BEN_YING	13	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2464	虎贲营	虎贲营	HU_BEN_YING	14	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2465	虎贲营	虎贲营	HU_BEN_YING	15	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2466	虎贲营	虎贲营	HU_BEN_YING	16	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2467	虎贲营	虎贲营	HU_BEN_YING	17	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2468	虎贲营	虎贲营	HU_BEN_YING	18	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2469	虎贲营	虎贲营	HU_BEN_YING	19	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2470	虎贲营	虎贲营	HU_BEN_YING	20	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2471	虎贲营	虎贲营	HU_BEN_YING	21	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2472	虎贲营	虎贲营	HU_BEN_YING	22	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2473	虎贲营	虎贲营	HU_BEN_YING	23	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2474	虎贲营	虎贲营	HU_BEN_YING	24	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2475	虎贲营	虎贲营	HU_BEN_YING	25	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2476	虎贲营	虎贲营	HU_BEN_YING	26	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2477	虎贲营	虎贲营	HU_BEN_YING	27	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2478	虎贲营	虎贲营	HU_BEN_YING	28	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2479	虎贲营	虎贲营	HU_BEN_YING	29	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2480	虎贲营	虎贲营	HU_BEN_YING	30	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2481	虎贲营	虎贲营	HU_BEN_YING	31	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2482	虎贲营	虎贲营	HU_BEN_YING	32	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2483	虎贲营	虎贲营	HU_BEN_YING	33	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2484	虎贲营	虎贲营	HU_BEN_YING	34	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2485	虎贲营	虎贲营	HU_BEN_YING	35	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2486	虎贲营	虎贲营	HU_BEN_YING	36	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2487	虎贲营	虎贲营	HU_BEN_YING	37	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2488	虎贲营	虎贲营	HU_BEN_YING	38	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2489	虎贲营	虎贲营	HU_BEN_YING	39	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2490	虎贲营	虎贲营	HU_BEN_YING	40	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2491	虎贲营	虎贲营	HU_BEN_YING	41	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2492	虎贲营	虎贲营	HU_BEN_YING	42	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2493	虎贲营	虎贲营	HU_BEN_YING	43	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2494	虎贲营	虎贲营	HU_BEN_YING	44	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2495	虎贲营	虎贲营	HU_BEN_YING	45	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2496	虎贲营	虎贲营	HU_BEN_YING	46	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2497	虎贲营	虎贲营	HU_BEN_YING	47	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2498	虎贲营	虎贲营	HU_BEN_YING	48	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2499	虎贲营	虎贲营	HU_BEN_YING	49	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2500	虎贲营	虎贲营	HU_BEN_YING	50	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
					
2501	虎贲营	虎贲营	HU_BEN_YING	1	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2502	虎贲营	虎贲营	HU_BEN_YING	2	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2503	虎贲营	虎贲营	HU_BEN_YING	3	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2504	虎贲营	虎贲营	HU_BEN_YING	4	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2505	虎贲营	虎贲营	HU_BEN_YING	5	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2506	虎贲营	虎贲营	HU_BEN_YING	6	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2507	虎贲营	虎贲营	HU_BEN_YING	7	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2508	虎贲营	虎贲营	HU_BEN_YING	8	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2509	虎贲营	虎贲营	HU_BEN_YING	9	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2510	虎贲营	虎贲营	HU_BEN_YING	10	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2511	虎贲营	虎贲营	HU_BEN_YING	11	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2512	虎贲营	虎贲营	HU_BEN_YING	12	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2513	虎贲营	虎贲营	HU_BEN_YING	13	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2514	虎贲营	虎贲营	HU_BEN_YING	14	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2515	虎贲营	虎贲营	HU_BEN_YING	15	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2516	虎贲营	虎贲营	HU_BEN_YING	16	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2517	虎贲营	虎贲营	HU_BEN_YING	17	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2518	虎贲营	虎贲营	HU_BEN_YING	18	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2519	虎贲营	虎贲营	HU_BEN_YING	19	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2520	虎贲营	虎贲营	HU_BEN_YING	20	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2521	虎贲营	虎贲营	HU_BEN_YING	21	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2522	虎贲营	虎贲营	HU_BEN_YING	22	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2523	虎贲营	虎贲营	HU_BEN_YING	23	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2524	虎贲营	虎贲营	HU_BEN_YING	24	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2525	虎贲营	虎贲营	HU_BEN_YING	25	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2526	虎贲营	虎贲营	HU_BEN_YING	26	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2527	虎贲营	虎贲营	HU_BEN_YING	27	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2528	虎贲营	虎贲营	HU_BEN_YING	28	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2529	虎贲营	虎贲营	HU_BEN_YING	29	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2530	虎贲营	虎贲营	HU_BEN_YING	30	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2531	虎贲营	虎贲营	HU_BEN_YING	31	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2532	虎贲营	虎贲营	HU_BEN_YING	32	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2533	虎贲营	虎贲营	HU_BEN_YING	33	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2534	虎贲营	虎贲营	HU_BEN_YING	34	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2535	虎贲营	虎贲营	HU_BEN_YING	35	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2536	虎贲营	虎贲营	HU_BEN_YING	36	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2537	虎贲营	虎贲营	HU_BEN_YING	37	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2538	虎贲营	虎贲营	HU_BEN_YING	38	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2539	虎贲营	虎贲营	HU_BEN_YING	39	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2540	虎贲营	虎贲营	HU_BEN_YING	40	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2541	虎贲营	虎贲营	HU_BEN_YING	41	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2542	虎贲营	虎贲营	HU_BEN_YING	42	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2543	虎贲营	虎贲营	HU_BEN_YING	43	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2544	虎贲营	虎贲营	HU_BEN_YING	44	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2545	虎贲营	虎贲营	HU_BEN_YING	45	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2546	虎贲营	虎贲营	HU_BEN_YING	46	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2547	虎贲营	虎贲营	HU_BEN_YING	47	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2548	虎贲营	虎贲营	HU_BEN_YING	48	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2549	虎贲营	虎贲营	HU_BEN_YING	49	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
2550	虎贲营	虎贲营	HU_BEN_YING	50	步、骑、车减伤[color=#2cd230]+%.2f%%[/color]
					
3001	司马府	司马府	SI_TU_FU	1	每小时税收[color=#2cd230]+%d%%[/color]
3002	司马府	司马府	SI_TU_FU	2	每小时税收[color=#2cd230]+%d%%[/color]
3003	司马府	司马府	SI_TU_FU	3	每小时税收[color=#2cd230]+%d%%[/color]
3004	司马府	司马府	SI_TU_FU	4	每小时税收[color=#2cd230]+%d%%[/color]
3005	司马府	司马府	SI_TU_FU	5	每小时税收[color=#2cd230]+%d%%[/color]
3006	司马府	司马府	SI_TU_FU	6	每小时税收[color=#2cd230]+%d%%[/color]
3007	司马府	司马府	SI_TU_FU	7	每小时税收[color=#2cd230]+%d%%[/color]
3008	司马府	司马府	SI_TU_FU	8	每小时税收[color=#2cd230]+%d%%[/color]
3009	司马府	司马府	SI_TU_FU	9	每小时税收[color=#2cd230]+%d%%[/color]
3010	司马府	司马府	SI_TU_FU	10	每小时税收[color=#2cd230]+%d%%[/color]
3011	司马府	司马府	SI_TU_FU	11	每小时税收[color=#2cd230]+%d%%[/color]
3012	司马府	司马府	SI_TU_FU	12	每小时税收[color=#2cd230]+%d%%[/color]
3013	司马府	司马府	SI_TU_FU	13	每小时税收[color=#2cd230]+%d%%[/color]
3014	司马府	司马府	SI_TU_FU	14	每小时税收[color=#2cd230]+%d%%[/color]
3015	司马府	司马府	SI_TU_FU	15	每小时税收[color=#2cd230]+%d%%[/color]
3016	司马府	司马府	SI_TU_FU	16	每小时税收[color=#2cd230]+%d%%[/color]
3017	司马府	司马府	SI_TU_FU	17	每小时税收[color=#2cd230]+%d%%[/color]
3018	司马府	司马府	SI_TU_FU	18	每小时税收[color=#2cd230]+%d%%[/color]
3019	司马府	司马府	SI_TU_FU	19	每小时税收[color=#2cd230]+%d%%[/color]
3020	司马府	司马府	SI_TU_FU	20	每小时税收[color=#2cd230]+%d%%[/color]
3021	司马府	司马府	SI_TU_FU	21	每小时税收[color=#2cd230]+%d%%[/color]
3022	司马府	司马府	SI_TU_FU	22	每小时税收[color=#2cd230]+%d%%[/color]
3023	司马府	司马府	SI_TU_FU	23	每小时税收[color=#2cd230]+%d%%[/color]
3024	司马府	司马府	SI_TU_FU	24	每小时税收[color=#2cd230]+%d%%[/color]
3025	司马府	司马府	SI_TU_FU	25	每小时税收[color=#2cd230]+%d%%[/color]
3026	司马府	司马府	SI_TU_FU	26	每小时税收[color=#2cd230]+%d%%[/color]
3027	司马府	司马府	SI_TU_FU	27	每小时税收[color=#2cd230]+%d%%[/color]
