"id,5-6位编码表示建筑，前1-2为表示建筑类型，后两位表示建筑等级"	名字	类型    GUAN_FU = 2; // 官府    CANG_KU = 3; // 仓库    JIU_GUAN = 4; // 酒馆    JUN_YING = 5; // 军营    CHENG_QIANG = 6; // 城墙    SHU_YUAN = 7; // 书院    WAI_SHI_YUAN = 8; // 外使院    TIE_JIANG_PU = 9; // 铁匠铺    XIU_LIAN_GUAN = 10; // 修炼馆    SHI_CHANG = 11; // 市场    XING_YING = 12; // 行营    GOLD_PRODUCER = 21; // 金币产出    FOOD_PRODUCER = 22; // 食物产出    WOOD_PRODUCER = 23; // 木头产出    STONE_PRODUCER = 24; // 石头产出    SI_TU_FU = 30; // 司徒府    ZHU_BI_CHANG = 31; // 铸币厂    CAI_SHI_CHANGE = 32; // 采石场    JI_XIA_XUE_GONG = 33; // 稷下学宫    LU_BAN_GONG_FANG = 34; // 鲁班工坊    SI_MA_FU = 40; // 司马府    SHEN_SHE_YING = 41; // 神射营    HU_BEN_YING = 42; // 虎贲营    CHENG_FANG_JI_GUAN = 43; // 城防机关    YU_BEI_BING_SUO = 44; // 预备兵所	等级	升级所需建筑队时间	繁荣度	君主经验	升级消耗的资源，关联Cost表	前置建筑	要求主城等级		effect，关联domestic/effect.txt表	建筑效果描述	建筑功能按钮图标	模型	建筑效果描述	解锁预览	升级预览											
60029	城墙29	cheng_qiang	29	18.64h	5510	10	60029	20029			60029	床弩前3次攻击每次消灭|760|800;城墙耐久|860万|1070万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]760[/color]\n城墙耐久[color=#ffea8a]860万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭760（升级[color=#0cb93b]+40[/color]）\n城墙耐久860万（升级[color=#0cb93b]+210万[/color]） 											
60030	城墙30	cheng_qiang	30	25.11h	5850	10	60030	20030			60030	床弩前3次攻击每次消灭|800|840;城墙耐久|1070万|1280万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]800[/color]\n城墙耐久[color=#ffea8a]1070万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭800（升级[color=#0cb93b]+40[/color]）\n城墙耐久1070万（升级[color=#0cb93b]+210万[/color]） 											
60031	城墙31	cheng_qiang	31	34.17h	6200	11	60031	20031			60031	床弩前3次攻击每次消灭|840|880;城墙耐久|1280万|1490万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]840[/color]\n城墙耐久[color=#ffea8a]1280万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭840（升级[color=#0cb93b]+40[/color]）\n城墙耐久1280万（升级[color=#0cb93b]+210万[/color]） 											
60032	城墙32	cheng_qiang	32	47.64h	6560	11	60032	20032			60032	床弩前3次攻击每次消灭|880|920;城墙耐久|1490万|1700万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]880[/color]\n城墙耐久[color=#ffea8a]1490万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭880（升级[color=#0cb93b]+40[/color]）\n城墙耐久1490万（升级[color=#0cb93b]+210万[/color]） 											
60033	城墙33	cheng_qiang	33	60.63h	6930	11	60033	20033			60033	床弩前3次攻击每次消灭|920|960;城墙耐久|1700万|2000万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]920[/color]\n城墙耐久[color=#ffea8a]1700万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭920（升级[color=#0cb93b]+40[/color]）\n城墙耐久1700万（升级[color=#0cb93b]+300万[/color]） 											
60034	城墙34	cheng_qiang	34	68.42h	7310	12	60034	20034			60034	床弩前3次攻击每次消灭|960|1000;城墙耐久|2000万|2300万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]960[/color]\n城墙耐久[color=#ffea8a]2000万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭960（升级[color=#0cb93b]+40[/color]）\n城墙耐久2000万（升级[color=#0cb93b]+300万[/color]） 											
60035	城墙35	cheng_qiang	35	76.57h	7700	12	60035	20035			60035	床弩前3次攻击每次消灭|1000|1040;城墙耐久|2300万|2700万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]1000[/color]\n城墙耐久[color=#ffea8a]2300万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭1000（升级[color=#0cb93b]+40[/color]）\n城墙耐久2300万（升级[color=#0cb93b]+400万[/color]） 											
60036	城墙36	cheng_qiang	36	84.39h	8100	12	60036	20036			60036	床弩前3次攻击每次消灭|1040|1080;城墙耐久|2700万|3150万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]1040[/color]\n城墙耐久[color=#ffea8a]2700万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭1040（升级[color=#0cb93b]+40[/color]）\n城墙耐久2700万（升级[color=#0cb93b]+450万[/color]） 											
60037	城墙37	cheng_qiang	37	92.21h	8510	13	60037	20037			60037	床弩前3次攻击每次消灭|1080|1120;城墙耐久|3150万|3600万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]1080[/color]\n城墙耐久[color=#ffea8a]3150万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭1080（升级[color=#0cb93b]+40[/color]）\n城墙耐久3150万（升级[color=#0cb93b]+450万[/color]） 											
60038	城墙38	cheng_qiang	38	100.04h	8930	13	60038	20038			60038	床弩前3次攻击每次消灭|1120|1160;城墙耐久|3600万|3750万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]1120[/color]\n城墙耐久[color=#ffea8a]3600万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭1120（升级[color=#0cb93b]+40[/color]）\n城墙耐久3600万（升级[color=#0cb93b]+150万[/color]） 											
60039	城墙39	cheng_qiang	39	107.88h	9360	13	60039	20039			60039	床弩前3次攻击每次消灭|1160|1200;城墙耐久|3750万|3900万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]1160[/color]\n城墙耐久[color=#ffea8a]3750万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭1160（升级[color=#0cb93b]+40[/color]）\n城墙耐久3750万（升级[color=#0cb93b]+150万[/color]） 											
60040	城墙40	cheng_qiang	40	116.23h	9800	14	60040	20040			60040	床弩前3次攻击每次消灭|1200|1280;城墙耐久|3900万|4100万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]1200[/color]\n城墙耐久[color=#ffea8a]3900万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭1200（升级[color=#0cb93b]+80[/color]）\n城墙耐久3900万（升级[color=#0cb93b]+200万[/color]） 											
60041	城墙41	cheng_qiang	41	129.2h	10250	14	60041	20041			60041	床弩前3次攻击每次消灭|1280|1360;城墙耐久|4100万|4450万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]1280[/color]\n城墙耐久[color=#ffea8a]4100万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭1280（升级[color=#0cb93b]+80[/color]）\n城墙耐久4100万（升级[color=#0cb93b]+350万[/color]） 											
60042	城墙42	cheng_qiang	42	142.27h	10710	14	60042	20042			60042	床弩前3次攻击每次消灭|1360|1440;城墙耐久|4450万|4800万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]1360[/color]\n城墙耐久[color=#ffea8a]4450万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭1360（升级[color=#0cb93b]+80[/color]）\n城墙耐久4450万（升级[color=#0cb93b]+350万[/color]） 											
60043	城墙43	cheng_qiang	43	155.35h	11180	15	60043	20043			60043	床弩前3次攻击每次消灭|1440|1520;城墙耐久|4800万|6500万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]1440[/color]\n城墙耐久[color=#ffea8a]4800万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭1440（升级[color=#0cb93b]+80[/color]）\n城墙耐久4800万（升级[color=#0cb93b]+1700万[/color]） 											
60044	城墙44	cheng_qiang	44	168.44h	11660	15	60044	20044			60044	床弩前3次攻击每次消灭|1520|1600;城墙耐久|6500万|7350万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]1520[/color]\n城墙耐久[color=#ffea8a]6500万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭1520（升级[color=#0cb93b]+80[/color]）\n城墙耐久6500万（升级[color=#0cb93b]+850万[/color]） 											
60045	城墙45	cheng_qiang	45	181.98h	12160	15	60045	20045			60045	床弩前3次攻击每次消灭|1600|1680;城墙耐久|7350万|8200万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]1600[/color]\n城墙耐久[color=#ffea8a]7350万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭1600（升级[color=#0cb93b]+80[/color]）\n城墙耐久7350万（升级[color=#0cb93b]+850万[/color]） 											
60046	城墙46	cheng_qiang	46	195.1h	12680	16	60046	20046			60046	床弩前3次攻击每次消灭|1680|1760;城墙耐久|8200万|9900万	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]1680[/color]\n城墙耐久[color=#ffea8a]8200万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭1680（升级[color=#0cb93b]+80[/color]）\n城墙耐久8200万（升级[color=#0cb93b]+1700万[/color]） 											
60047	城墙47	cheng_qiang	47	208.22h	13220	16	60047	20047			60047	床弩前3次攻击每次消灭|1760|1840;城墙耐久|1亿|1.2亿	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]1760[/color]\n城墙耐久[color=#ffea8a]9900万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭1760（升级[color=#0cb93b]+80[/color]）\n城墙耐久9900万（升级[color=#0cb93b]+1700万[/color]） 											
60048	城墙48	cheng_qiang	48	221.36h	13780	16	60048	20048			60048	床弩前3次攻击每次消灭|1840|1920;城墙耐久|1.2亿|1.5亿	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]1840[/color]\n城墙耐久[color=#ffea8a]11600万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭1840（升级[color=#0cb93b]+80[/color]）\n城墙耐久1.16亿（升级[color=#0cb93b]+3400万[/color]） 											
60049	城墙49	cheng_qiang	49	234.5h	14370	17	60049	20049			60049	床弩前3次攻击每次消灭|1920|2000;城墙耐久|1.5亿|2亿	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]1920[/color]\n城墙耐久[color=#ffea8a]15000万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭1920（升级[color=#0cb93b]+80[/color]）\n城墙耐久1.5亿（升级[color=#0cb93b]+5000万[/color]） 											
60050	城墙50	cheng_qiang	50	248.13h	15000	17	60050	20050			60050	床弩前3次攻击每次消灭|2000;城墙耐久|2亿	城墙守城图标	5010	床弩前3次攻击每次消灭[color=#ffea8a]2000[/color]\n城墙耐久[color=#ffea8a]20000万		[color=#ffea8a]驻防队伍，保护城池[/color]\n前3次攻击每次消灭2000\n城墙耐久2亿 											
																												
70001	书院1	SHU_YUAN	1		50	1	70001	20001			70001	研究速度提升|5%|10%;研究者疲劳上限|30分钟|30分钟	书院研究图标	6001	研究速度提升[color=#ffea8a]5%	8级书院研究者疲劳上限提升至1小时	[color=#ffea8a]研究科技[/color]\n研究速度提升5%（升级[color=#0cb93b]+5%[/color]） 研究者疲劳上限30分钟（升级8级书院[color=#0cb93b]+30分钟[/color]）											
70002	书院2	SHU_YUAN	2	0.125h	110	1	70002	20002			70002	研究速度提升|10%|15%;研究者疲劳上限|30分钟|30分钟	书院研究图标	6001	研究速度提升[color=#ffea8a]10%	8级书院研究者疲劳上限提升至1小时	[color=#ffea8a]研究科技[/color]\n研究速度提升10%（升级[color=#0cb93b]+5%[/color]） 研究者疲劳上限30分钟（升级8级书院[color=#0cb93b]+30分钟[/color]）											
70003	书院3	SHU_YUAN	3	0.15h	180	1	70003	20003			70003	研究速度提升|15%|20%;研究者疲劳上限|30分钟|30分钟	书院研究图标	6001	研究速度提升[color=#ffea8a]15%	8级书院研究者疲劳上限提升至1小时	[color=#ffea8a]研究科技[/color]\n研究速度提升15%（升级[color=#0cb93b]+5%[/color]） 研究者疲劳上限30分钟（升级8级书院[color=#0cb93b]+30分钟[/color]）											
70004	书院4	SHU_YUAN	4	0.175h	260	2	70004	20004			70004	研究速度提升|20%|25%;研究者疲劳上限|30分钟|30分钟	书院研究图标	6001	研究速度提升[color=#ffea8a]20%	8级书院研究者疲劳上限提升至1小时	[color=#ffea8a]研究科技[/color]\n研究速度提升20%（升级[color=#0cb93b]+5%[/color]） 研究者疲劳上限30分钟（升级8级书院[color=#0cb93b]+30分钟[/color]）											
70005	书院5	SHU_YUAN	5	0.2h	350	2	70005	20005			70005	研究速度提升|25%|30%;研究者疲劳上限|30分钟|30分钟	书院研究图标	6002	研究速度提升[color=#ffea8a]25%	8级书院研究者疲劳上限提升至1小时	[color=#ffea8a]研究科技[/color]\n研究速度提升25%（升级[color=#0cb93b]+5%[/color]） 研究者疲劳上限30分钟（升级8级书院[color=#0cb93b]+30分钟[/color]）											
70006	书院6	SHU_YUAN	6	0.225h	450	2	70006	20006			70006	研究速度提升|30%|35%;研究者疲劳上限|30分钟|30分钟	书院研究图标	6002	研究速度提升[color=#ffea8a]30%	8级书院研究者疲劳上限提升至1小时	[color=#ffea8a]研究科技[/color]\n研究速度提升30%（升级[color=#0cb93b]+5%[/color]） 研究者疲劳上限30分钟（升级8级书院[color=#0cb93b]+30分钟[/color]）											
70007	书院7	SHU_YUAN	7	0.25h	560	3	70007	20007			70007	研究速度提升|35%|40%;研究者疲劳上限|30分钟|1小时	书院研究图标	6002	研究速度提升[color=#ffea8a]35%[/color]\n疲劳上限[color=#ffea8a]30分钟	8级书院研究者疲劳上限提升至1小时	[color=#ffea8a]研究科技[/color]\n研究速度提升35%（升级[color=#0cb93b]+5%[/color]） 研究者疲劳上限30分钟（升级8级书院[color=#0cb93b]+30分钟[/color]）											
70008	书院8	SHU_YUAN	8	0.6h	680	3	70008	20008			70008	研究速度提升|40%|45%;研究者疲劳上限|1小时|1小时	书院研究图标	6003	研究速度提升[color=#ffea8a]40%[/color]\n疲劳上限[color=#ffea8a]1小时	12级书院研究者疲劳上限提升至2小时	[color=#ffea8a]研究科技[/color]\n研究速度提升40%（升级[color=#0cb93b]+5%[/color]） 研究者疲劳上限1小时（升级12级书院[color=#0cb93b]+1小时[/color]）											
70009	书院9	SHU_YUAN	9	1.45h	810	3	70009	20009			70009	研究速度提升|45%|50%;研究者疲劳上限|1小时|1小时	书院研究图标	6003	研究速度提升[color=#ffea8a]45%	12级书院研究者疲劳上限提升至2小时	[color=#ffea8a]研究科技[/color]\n研究速度提升45%（升级[color=#0cb93b]+5%[/color]） 研究者疲劳上限1小时（升级12级书院[color=#0cb93b]+1小时[/color]）											
70010	书院10	SHU_YUAN	10	2.8h	950	4	70010	20010			70010	研究速度提升|50%|65%;研究者疲劳上限|1小时|1小时	书院研究图标	6003	研究速度提升[color=#ffea8a]50%	12级书院研究者疲劳上限提升至2小时	[color=#ffea8a]研究科技[/color]\n研究速度提升50%（升级[color=#0cb93b]+15%[/color]） 研究者疲劳上限1小时（升级12级书院[color=#0cb93b]+1小时[/color]）											
70011	书院11	SHU_YUAN	11	4.15h	1100	4	70011	20011			70011	研究速度提升|65%|80%;研究者疲劳上限|1小时|2小时	书院研究图标	6003	研究速度提升[color=#ffea8a]65%[/color]\n疲劳上限[color=#ffea8a]1小时	12级书院研究者疲劳上限提升至2小时	[color=#ffea8a]研究科技[/color]\n研究速度提升65%（升级[color=#0cb93b]+15%[/color]） 研究者疲劳上限1小时（升级12级书院[color=#0cb93b]+1小时[/color]）											
70012	书院12	SHU_YUAN	12	5.67h	1260	4	70012	20012			70012	研究速度提升|80%|95%;研究者疲劳上限|2小时|2小时	书院研究图标	6004	研究速度提升[color=#ffea8a]80%[/color]\n疲劳上限[color=#ffea8a]2小时	16级书院研究者疲劳上限提升至4小时	[color=#ffea8a]研究科技[/color]\n研究速度提升80%（升级[color=#0cb93b]+15%[/color]） 研究者疲劳上限2小时（升级16级书院[color=#0cb93b]+2小时[/color]）											
70013	书院13	SHU_YUAN	13	8.29h	1430	5	70013	20013			70013	研究速度提升|95%|110%;研究者疲劳上限|2小时|2小时	书院研究图标	6004	研究速度提升[color=#ffea8a]95%	16级书院研究者疲劳上限提升至4小时	[color=#ffea8a]研究科技[/color]\n研究速度提升95%（升级[color=#0cb93b]+15%[/color]） 研究者疲劳上限2小时（升级16级书院[color=#0cb93b]+2小时[/color]）											
70014	书院14	SHU_YUAN	14	10.84h	1610	5	70014	20014			70014	研究速度提升|110%|125%;研究者疲劳上限|2小时|2小时	书院研究图标	6004	研究速度提升[color=#ffea8a]110%	16级书院研究者疲劳上限提升至4小时	[color=#ffea8a]研究科技[/color]\n研究速度提升110%（升级[color=#0cb93b]+15%[/color]） 研究者疲劳上限2小时（升级16级书院[color=#0cb93b]+2小时[/color]）											
70015	书院15	SHU_YUAN	15	16.1h	1800	5	70015	20015			70015	研究速度提升|125%|140%;研究者疲劳上限|2小时|4小时	书院研究图标	6004	研究速度提升[color=#ffea8a]125%[/color]\n疲劳上限[color=#ffea8a]2小时	16级书院研究者疲劳上限提升至4小时	[color=#ffea8a]研究科技[/color]\n研究速度提升125%（升级[color=#0cb93b]+15%[/color]） 研究者疲劳上限2小时（升级16级书院[color=#0cb93b]+2小时[/color]）											
70016	书院16	SHU_YUAN	16	21.17h	2000	6	70016	20016			70016	研究速度提升|140%|155%	书院研究图标	6005	研究速度提升[color=#ffea8a]140%[/color]\n疲劳上限[color=#ffea8a]4时		[color=#ffea8a]研究科技[/color]\n研究速度提升140%（升级[color=#0cb93b]+15%[/color]） 研究者疲劳上限4小时											
70017	书院17	SHU_YUAN	17	26.34h	2210	6	70017	20017			70017	研究速度提升|155%|170%	书院研究图标	6005	研究速度提升[color=#ffea8a]155%		[color=#ffea8a]研究科技[/color]\n研究速度提升155%（升级[color=#0cb93b]+15%[/color]） 研究者疲劳上限4小时											
70018	书院18	SHU_YUAN	18	31.42h	2430	6	70018	20018			70018	研究速度提升|170%|185%	书院研究图标	6005	研究速度提升[color=#ffea8a]170%		[color=#ffea8a]研究科技[/color]\n研究速度提升170%（升级[color=#0cb93b]+15%[/color]） 研究者疲劳上限4小时											
70019	书院19	SHU_YUAN	19	39.1h	2660	7	70019	20019			70019	研究速度提升|185%|200%	书院研究图标	6005	研究速度提升[color=#ffea8a]185%		[color=#ffea8a]研究科技[/color]\n研究速度提升185%（升级[color=#0cb93b]+15%[/color]） 研究者疲劳上限4小时											
70020	书院20	SHU_YUAN	20	47.45h	2900	7	70020	20020			70020	研究速度提升|200%|215%	书院研究图标	6006	研究速度提升[color=#ffea8a]200%		[color=#ffea8a]研究科技[/color]\n研究速度提升200%（升级[color=#0cb93b]+15%[/color]） 研究者疲劳上限4小时											
70021	书院21	SHU_YUAN	21	57.77h	3150	7	70021	20021			70021	研究速度提升|215%|230%	书院研究图标	6006	研究速度提升[color=#ffea8a]215%		[color=#ffea8a]研究科技[/color]\n研究速度提升215%（升级[color=#0cb93b]+15%[/color]） 研究者疲劳上限4小时											
70022	书院22	SHU_YUAN	22	67.93h	3410	8	70022	20022			70022	研究速度提升|230%|245%	书院研究图标	6006	研究速度提升[color=#ffea8a]230%		[color=#ffea8a]研究科技[/color]\n研究速度提升230%（升级[color=#0cb93b]+15%[/color]） 研究者疲劳上限4小时											
70023	书院23	SHU_YUAN	23	80.79h	3680	8	70023	20023			70023	研究速度提升|245%|260%	书院研究图标	6006	研究速度提升[color=#ffea8a]245%		[color=#ffea8a]研究科技[/color]\n研究速度提升245%（升级[color=#0cb93b]+15%[/color]） 研究者疲劳上限4小时											
70024	书院24	SHU_YUAN	24	95.98h	3960	8	70024	20024			70024	研究速度提升|260%|275%	书院研究图标	6006	研究速度提升[color=#ffea8a]260%		[color=#ffea8a]研究科技[/color]\n研究速度提升260%（升级[color=#0cb93b]+15%[/color]） 研究者疲劳上限4小时											
