怪物君主id	名字	icon，配置 icon.txt 中的id	1男0女	等级	武将id，关联monster/captain.txt的id						城墙属性，配置属性.txt 中的id，如果没有城墙，可以不配置	城墙固定伤害，如果没有城墙，可以不配置			怪物攻城奖励，奖励给攻城目标	怪物击杀奖励，奖励给击杀者																
9200909	秦国将领	junzhu8	1	51	9210909	9220909	9230909	9240909	9250909		9000104	80																				
9201001	秦国军队	junzhu9	1	51	9211001	9221001	9231001	9241001	9251001																							
9201002	守关军士	junzhu4	1	52	9211002	9221002	9231002	9241002	9251002																							
9201003	门客	junzhu8	1	52	9211003	9221003	9231003	9241003	9251003																							
9201004	大营守军	junzhu3	1	53	9211004	9221004	9231004	9241004	9251004																							
9201005	秦国守军	junzhu2	1	53	9211005	9221005	9231005	9241005	9251005																							
9201006	秦国军队	junzhu7	1	54	9211006	9221006	9231006	9241006	9251006																							
9201007	秦国军队	junzhu3	1	54	9211007	9221007	9231007	9241007	9251007																							
9201008	秦国军队	junzhu10	1	55	9211008	9221008	9231008	9241008	9251008																							
9201009	秦国军队	junzhu9	1	55	9211009	9221009	9231009	9241009	9251009		9000104	90																				
																																
101	联盟工坊	junzhu9	1	55	9211009	9221009	9231009	9241009	9251009																							
																																
13801100	教学1	junzhu1	1	30	13801102	13801101													junzhu	1												
13801200	教学1	junzhu1	1	30	13801201														junzhu	1												
13801300	训练营	junzhu2	1	30	13801301														junzhu	2												
13801110	我	junzhu1	1	30	13801111	13801112													junzhu	1												
																																
13802100	教学2	junzhu3	1	30	13802101	13802102	13802103												junzhu	3												
13802200	教学2	junzhu3	1	30	13802201														junzhu	3												
13802300	训练营	junzhu4	1	30	13802301	13802302	13802303												junzhu	4												
13802110	我	junzhu1	1	30	13802111	13802112	13802113												junzhu	3												
																																
13803100	教学3	junzhu5	1	30	13803101	13803102	13803103	13803104											junzhu	5												
13803200	教学3	junzhu5	1	30	13803201														junzhu	5												
13803300	训练营	junzhu6	1	30	13803301	13803302	13803303	13803304											junzhu	6												
13803110	我	junzhu1	1	30	13803111	13803112	13803113	13803114											junzhu	5												
																																
13804100	教学4	junzhu7	1	30	13804102	13804101	13804103	13804104											junzhu	7												
13804200	教学4	junzhu7	1	30	13804201														junzhu	7												
13804300	训练营	junzhu8	1	30	13804301	13804302	13804303												junzhu	8												
13804110	我	junzhu1	1	30	13804111	13804112	13804113	13804114											junzhu	7												
																																
13805100	教学5	junzhu9	1	30	13805101	13805102	13805103	13805104	13805105										junzhu	9												
13805200	教学5	junzhu9	1	30	13805201														junzhu	9												
13805300	训练营	junzhu10	1	30	13805301	13805302	13805303	13805304	13805305										junzhu	10												
13805110	我	junzhu1	1	30	13805111	13805112	13805113	13805114	13805115										junzhu	9												
																																
13806100	教学6	junzhu11	1	30	13806101	13806105	13806102	13806104	13806103										junzhu	11												
13806200	教学6	junzhu11	1	30	13806202	13806201													junzhu	11												
13806300	训练营	junzhu12	1	30	13806301	13806302	13806303	13806304	13806305										junzhu	12												
13806110	我	junzhu1	1	30	13806111	13806112	13806113	13806114	13806115										junzhu	11												
																																
13807100	教学7	junzhu13	1	30	13807104	13807102	13807103	13807101	13807105										junzhu	13												
13807200	教学7	junzhu13	1	30	13807201														junzhu	13												
13807300	训练营	junzhu14	1	30	13807301	13807302	13807303	13807304	13807305										junzhu	14												
13807110	我	junzhu1	1	30	13807111	13807112	13807113	13807114	13807115										junzhu	13												
